ID товара,Название,Автор,Цикл,Том,Категория,Подкатегории,Издательство,Серия,Год издания,Возрастные ограничения,Переводчик,Художник,Цена,Цена со скидкой,Рейтинг,Кол-во оценок,ISBN,Аннотация,Отрывок,Обложка,Кол-во страниц,Тип обложки,Формат,Вес,Тираж,Наличие на сайте,Поступит в продажу,Наличие в магазинах,Наличие в местных магазинах,Карта
2894212,Весёлый час,Гершензон М.,-,-,Детское творчество и досуг,Все для детских игр,Концептуал,-,2021,16+,-,Чепкасова Ю,1120,1120,0.0,0,978-5-907472-29-7,"В этой книге вы найдете десятки добрых и увлекательных идей по тому, как весело и с пользой провести время в кругу семьи. Вы узнаете, как вместе с детьми организовать теневой театр и поставить настоящий спектакль или сыграть в баскетбол на столе. Если вашему ребенку нравится делать вещи своими руками, то вы сможете помочь ему смастерить лодку, сшить мягкую игрушку или собрать настоящий зоопарк из бумаги. Для тех, кому нравится решать сложные задачи, подготовлены интересные головоломки и фокусы. А еще с помощью этой книги вы сможете в игровой форме позаниматься с ребенком географией, арифметикой и другими школьными предметами. Пошаговые инструкции ко всем заданиям написаны доступным языком, а в более сложных случаях для наглядности добавлены схемы и поясняющие иллюстрации.",-,https://img-gorod.ru/28/942/2894212_detail.jpg,288,Твердая бумажная,21.7 x 14.7 x 1.8,440,1000,Нет в наличии,-,-,-,-
2898551,Мой первый атлас мира с наклейками,-,-,-,Детская научно-популярная литература,Универсальные детские энциклопедии и справочники,АСТ,Атлас универсальный,2022,0+,-,-,299,299,3.71,7,978-5-17-138885-0,"Открой атлас и соверши кругосветное путешествие по нашей планете. В середине книги размещен лист с наклейками животных - рассматривай атлас и наклеивай их на отмеченные места. Побывай на всех континентах. Познакомься с уникальным животным миром и яркими достопримечательностями. Запоминай названия океанов, морей, материков, стран и их столиц. Надписи в атласе даны крупным шрифтом. Атлас рекомендуем детям от 4 лет. Игровые занятия с нашим атласом расширяют кругозор и словарный запас, тренируют память, внимание, наблюдательность, смекалку и творческие способности.",-,https://img-gorod.ru/28/985/2898551_detail.jpg,32,-,32.5 x 24 x 0.3,215,13240,Нет в наличии,-,-,-,-
2898552,Мой первый атлас России с наклейками,-,-,-,Детская научно-популярная литература,Универсальные детские энциклопедии и справочники,АСТ,Атлас универсальный,2022,0+,-,-,299,299,3.67,3,978-5-17-138887-4,"Открой атлас и соверши путешествие по самой большой стране мира. Этот атлас поможет вашему ребенку запомнить крупные города России, названия морей, крупных рек, высоких гор. Все надписи даны крупным шрифтом. В середине книги расположен лист с наклейками. Изображения наклеиваются на специально отмеченные места в атласе. Эту книгу рекомендуем детям от 4 лет. Игровые занятия с нашим атласом расширяют кругозор и словарный запас, тренируют память, внимание, наблюдательность, смекалку и творческие способности.",-,https://img-gorod.ru/28/985/2898552_detail.jpg,32,-,32.5 x 24 x 0.3,215,13160,Нет в наличии,-,-,-,-
2895229,"Весёлые филворды ""Поиск слов. 4 уровень""",А. Лихачева,-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,БУКВА-ЛЕНД,Умный малыш,2021,6+,-,-,66,66,4.0,1,978-5-00192-032-8,"Филворды — это увлекательные словесные головоломки. Чтобы разгадать их, нужно найти слова в квадрате, заполненном буквами. Занятия с такими головоломками расширяют словарный запас, повышают грамотность и тренируют внимательность. В серии «Весёлые филворды» 4 книги разных уровней сложности.",-,https://img-gorod.ru/28/952/2895229_detail.jpg,16,Мягкая бумажная,23.8 x 16.8 x 0.2,40,-,Нет в наличии,-,-,-,-
2893298,LEGO Batman - Порядок в Готэм-Сити (книга + конструктор LEGO),-,-,-,Детское творчество и досуг,Все для детских игр/Домашние игры. Игры вне дома,Детское время,-,2021,6+,-,-,862,862,4.29,7,978-5-907333-31-4,"Соберите свою мини-фигурку Бэтмена и поучаствуйте в сражениях со злодеями в этой книге с заданиями Lego Batman! Прочтите комиксы, пройдите сложные задания и наведите порядок в Готэм-Сити! Для детей от 6 лет.",-,https://img-gorod.ru/28/932/2893298_detail.jpg,32,Мягкая бумажная,28.8 x 20.6 x 2,160,-,Нет в наличии,-,-,-,-
2893305,LEGO - О разном. Время играть! (книга + элементы конструктора LEGO),-,-,-,Детское творчество и досуг,Все для детских игр/Домашние игры. Игры вне дома,Детское время,-,2020,-,-,-,374,374,5.0,1,978-5-907333-07-9,"Каждый день команда героев спасает жизни жителей Lego City. Прокатитесь в машине скорой помощи и в полицейской машине, полетайте на вертолёте с этими храбрыми мужчинами и женщинами. Узнайте больше о спасательных операциях, выполните задания и отгадайте загадки. Не забудьте собрать свою собственную мини-фигурку доктора. На горных склонах или на улицах города - помощь всегда придёт! Для детей от 5 лет.",-,https://img-gorod.ru/28/933/2893305_detail.jpg,16,Мягкая бумажная,20.3 x 14.3 x 2,50,-,Нет в наличии,-,-,-,-
2897099,Звёзды и тернии,Марина Клейн,-,-,Детская художественная литература,Детская фантастика,Издательские решения,-,2020,12+,-,-,746,746,5.0,4,978-5-0051-1916-2,"Стожарск – закрытый город. В него сложно попасть и еще сложнее уехать, в школах преподаются необычные предметы, а изучение звезд запрещено законом. Уже много лет здесь появляются странные небесные создания… Вега была уверена, что защищает мир, пока не открыла страшную тайну: Странники, которых ей велели уничтожать, не несут никакой угрозы. Но тогда почему губернатор и ее таинственный соперник Ильгекарт сражаются с ними? Как с этим связана организация «Корона Астралиса», в которой состояли родители Веги? Что за неведомая болезнь убивает жителей города? Чтобы разобраться во всем этом, Вега и ее новый друг Ден отправляются в путешествие по звездному миру. Им предстоит разгадать загадку своего рождения, узнать множество тайн Вселенной и попытаться спасти Стожарск, пока не стало слишком поздно.",-,https://img-gorod.ru/28/970/2897099_detail.jpg,394,Мягкая бумажная,20.5 x 14.5 x 2.1,470,-,Нет в наличии,-,-,-,-
2862262,Хроники лисьей норы. Сказка и быль. Научный комментарий к волшебной истории. Учебное пособие,Татьяна Виноградова,-,-,Детская художественная литература,Сказки,Проспект,-,2021,-,-,Т. Рябенкова,221,221,4.5,2,978-5-392-34207-5,"В обрыве была нора, и в ней жил лисёнок. С братом и сестрой, с мамой и папой, со знакомой лягушкой и с половинкой уха (куда делась вторая половинка, вы со временем узнаете, если прочитаете книжку). И с ними со всеми происходили разные маленькие, но удивительные приключения. Казалось бы, ничего особенного: папа в первый раз повёл лисят охотиться или залётные разбойники захотели украсть обед... Но приключения получаются замечательными! И написаны они не как сказка, нет — сказочного в этих историях только то, что лисята умеют говорить. А в остальном они удивительно правдивы. Да это и не могло быть иначе, ведь и автор книжки — биолог по образованию, и консультировал его самый настоящий специалист по лисам из научного института. Эти маленькие истории хорошо вписываются в ряд, заданный замечательными писателями-анималистами былых лет, вроде Виталия Бианки или Эрнеста Сетон-Томпсона. И можно только позавидовать тем, кому предстоит прочитать их в первый раз. ПолУха, Хитрюля и Хвостик ждут вас и готовы показать маленькие тайны леса. И, может быть, вместе вам даже удастся отгадать загадку, мучившую маму Лисицу: ну кто же, кто подглядывал за её норой с дальнего пригорка?",-,https://img-gorod.ru/28/622/2862262_detail.jpg,72,Мягкая глянцевая,26 x 21 x 0.5,230,1000,Нет в наличии,-,-,-,-
2894344,"Спорт меняет нас. Истории, советы и комиксы о самых зрелищных олимпийских видах спорта","Ганеев Тимур, Копачев Павел, Поливанов Александр",-,-,Детская научно-популярная литература,Спорт. Здоровый образ жизни,Книжный шкаф,-,2021,6+,-,"Белова А., Халбаева А., Юфа А.",1162,1162,3.25,4,978-5-6045138-3-5,"Почему коньки-клапы быстрее обычных? Зачем серфингисты придумали скейты? Как появилось карате? Где провели первые Игры? Когда придумали хоккей? Правда ли, что фехтовальщиков подключают к электрической сети? Можно ли выиграть Олимпиаду в возрасте 60 лет? Новая энциклопедия — это яркие иллюстрации, короткие статьи об истории возникновения разных видов спорта и заметки о тех, кто им занимается, технические советы в комиксах, которые можно повторить самому. А пример ребятам подают их ровесники, два вымышленных персонажа: мальчик Витя и девочка Вика. Они делают разные упражнения и, конечно, подшучивают друг над другом. Спорт — это люди. Мы расскажем истории об их упорных тренировках, испытаниях и, конечно, победах. Идея книги — познакомить читателя со спортсменами, поэтому внутри так много имен современных олимпийских звезд. Может, благодаря этому изданию их станет на одну больше? Книгу рекомендуют олимпийские чемпионы и выдающиеся спортсмены: Алексей Немов, Альбина Ахатова, Вик Вайлд, Андрей Свечников, Александра Трусова, Денис Дмитриев.",-,https://img-gorod.ru/28/943/2894344_detail.jpg,96,Твердая бумажная,29.7 x 20.5 x 1.3,640,2000,Нет в наличии,-,-,-,-
2879052,"Рама, Лакшмана и учёная сова. Индийские народные сказки",Ольденбург С. (пересказ),-,-,Детская художественная литература,Фольклор для детей,Издательский Дом Мещерякова,Малая книга с историей,2022,6+,-,-,772,772,0.0,0,978-5-00108-870-7,"Буйство красок, один из самых необычных пантеонов божеств, бережно хранимые на протяжении многих веков традиции, верования и обряды — всё это объединяет в себе одна из самых удивительных стран на свете — Индия. Индийские сказки могут быть одновременно немного наивными и мудрыми, смешными и парадоксальными, волшебными и бытовыми, но главное — непохожими на сказки других народов. Изысканные миниатюры, созданные искусными живописцами несколько веков назад, органично дополняют текст; рассказывают о природе и культуре Индии, о быте и нравах её жителей.",-,https://img-gorod.ru/28/790/2879052_detail.jpg,144,Твердая бумажная,19.7 x 13.8 x 1.4,320,1000,Нет в наличии,-,-,-,-
2881114,"Развивающая книжка с многоразовыми наклейками № МН 2102 ""Холодное сердце 2. Торжества и праздники""",Пименова Т. (ред.),-,-,Детская художественная литература,Книги-игрушки/Книги с наклейками,АО 'Издательский дом 'Лев',-,2021,0+,-,-,127,127,0.0,0,978-5-4471-7260-2,"Жители Эренделла готовятся к праздникам - загляните к ним в гости! Приготовьте подарки, закажите парадные костюмы, нарядите героев и, конечно, отправьтесь на поиски чуда. В этой книжке мечты сбудутся у всех, а как все пройдет - решать вам. Создайте собственные истории с помощью наклеек.",-,https://img-gorod.ru/28/811/2881114_detail.jpg,-,Мягкая бумажная,22.5 x 16.5 x 0.1,90,10000,Нет в наличии,-,-,-,-
2890039,Витамин роста,Олег Григорьев,-,-,Детская художественная литература,Стихи и песни,ИД Анастасии Орловой,Строчка за строчкой с сыном и дочкой,2021,6+,-,-,782,782,5.0,1,978-5-6045235-2-0,"Детям, чтобы вырасти, нужны особенные витамины - витамины роста! А знаете, где их искать? Конечно, в самой неожиданной, смешной, местами абсурдной книжке со стихами представителя ленинградского андеграунда поэта Олега Григорьева и такими же непредсказуемыми иллюстрациями Валерия Дмитрюка. Это первое переиздание книги, которая выходила лишь однажды - в 1980 году. Может быть, вы подумаете: что за глупость! Стихи? Для современного школьника? Поверьте, именно такие стихи с особыми витаминами юмора, задора, иронии и будут читаться и перечитываться. Книга одновременно чем-то напоминает школьную стенгазету и страничку в социальной сети современного ученика. В ней упакована школьная философия прошлого и настоящего, даже глобус, даже кляксы, ""колы"" и ""пятерки"", даже лабораторные крысы. Внимание самого ленивого читателя без сомнений будет захвачено с первой строчки: ""Дети, кто знает, что обозначает вот этот шар, посаженный на кол? - Это чучело Земли. - Тебе кол"". А дальше его уже не отпустят цветные и черно-белые иллюстрации, схемы бумажных самолетиков и лабораторных опытов, стихи крупным шрифтом, стихи мелким шрифтом, стихи прописью на тетрадном листе в линеечку. ""Витамин роста"" прописан каждому, кто хочет прокачать чувство юмора и вырастить много-много умных мыслей в голове.",-,https://img-gorod.ru/28/900/2890039_detail.jpg,64,Твердая глянцевая,26.7 x 16.8 x 0.9,100,3000,Нет в наличии,-,-,-,-
2890048,Точка растет,Ксения Горбунова,-,-,Детская художественная литература,Сказки,ИД Анастасии Орловой,Строчка за строчкой с сыном и дочкой,2020,0+,-,Ивайлова С,782,782,0.0,0,978-5-6043456-2-7,"Книга Ксении Горбуновой ""Точка растет"" - про самое простое, что может быть на свете: про маленькую точку! Точка в книге живая, она растет, становится лужей, морем, океаном с островом, который превращается в большую страну, а потом и в целый земной шар. Но самое интересное случается в конце. Земной шар улетает ""вперед-вперед, в неведомое"" и превращается... снова в точку.",-,https://img-gorod.ru/28/900/2890048_detail.jpg,32,Твердая бумажная,22.5 x 22.5 x 0.5,280,3000,Нет в наличии,-,-,-,-
2891592,"Умная раскраска № РУ 2128 (""Тачки"")",Шульман М. (ред.),-,-,Детская художественная литература,Раскраски,"АО ""Издательский дом ""Лев""",Умная раскраска (new),2021,0+,-,-,97,97,0.0,0,978-5-4471-7237-4,"Умная раскраска - настоящий помощник для дошкольника! Внутри - картинки для раскрашивания совмещены с увлекательными заданиями, способствующими развитию ребенка. Раскраски по номерам, пунктирные линии-контуры, цветные образцы отдельных элементов раскраски, логические задачки. И все это в компании героев любимых анимационных фильмов!",-,https://img-gorod.ru/28/915/2891592_detail.jpg,16,Мягкая глянцевая,28.5 x 21 x 0.1,70,8000,Нет в наличии,-,-,-,-
2879777,Принцессы так не делают,А. Федулова,-,-,Детская художественная литература,Сказки,Редкая птица,-,2021,0+,-,Баренбаум Е.,545,545,4.67,6,978-5-9908099-5-6,"В одном славном Королевстве жил-был Король. И было у него три дочери. Больше всего на свете принцессы любили... Нет, не собирать цветочки и вышивать крестиком (это только в сказках такое бывает). Больше всего на свете Тилли, Дилли и Милли любили скакать на лошадях, участвовать в рыцарских турнирах и помогать животным! Ведь настоящие принцессы могут делать всё, что им хочется! Яркая, актуальная и полная юмора история покорит сердца всех девчонок и мальчишек. При помощи этой книги читатели поймут, что достижение целей и род занятий не зависят ни от пола, ни от возраста. И что каждый из нас имеет право творить свою судьбу сам!",-,https://img-gorod.ru/28/797/2879777_detail.jpg,32,Твердая бумажная,22.8 x 21.6 x 1,320,2000,Нет в наличии,-,-,-,-
2881906,"Приключения эрмитажных котов. Рыцарь, кот и балерина","П.В. Власов, О.А. Власова",-,-,Детская художественная литература,Сказки,Пальмира,Пальмира - детство,2021,12+,-,Буркин В.,832,832,0.0,0,978-5-517-04604-8,"В таинственном городе Санкт-Петербург всегда найдется место сказке. Оказавшись в ней можно пообщаться с Пушкиным и Петром I или прокатиться на золотокрылом грифоне. В этом городе обитают творцы и их творения, способные жить вечно. Но им срочно понадобилась помощь обычных людей. И юная балерина Маша, отправляясь на экскурсию в Эрмитаж, не подозревает, что скоро ей придется встретиться с говорящим котом Васькой, побывать в Зимнем дворце, поучаствовать в морском бою на крейсере ""Аврора"", а будущее города зависит теперь от ее умения танцевать, храбрости и сообразительности.",-,https://img-gorod.ru/28/819/2881906_detail.jpg,168,Твердая глянцевая,21.7 x 15.4 x 1.3,310,-,Нет в наличии,-,-,-,-
2877920,"Наклей и раскрась по номерам № НРПН 2111 (""Человек-Паук"")",Розанова Е. (ред.),-,-,Детская художественная литература,Раскраски,Лев,Наклей и раскрась по номерам,2021,0+,-,-,168,168,5.0,1,978-5-4471-7159-9,"У тебя в руках чудесная книга! Это и альбом с наклейками, и необычная раскраска. Выбери нужную наклейку приклей ее на страницу. Раскрась героев точно так же, как на наклейке. А потом раскрась и всю остальную картинку. Как? Присмотрись к обложке. На ней нарисованы карандаши. У каждого цвета есть свой номер.",-,https://img-gorod.ru/28/779/2877920_detail.jpg,16,Мягкая глянцевая,33 x 23.7 x 0.2,80,8000,Нет в наличии,-,-,-,-
2881668,"Оля, Саша, Пирожок и другие. 10 историй о людях и животных",Анна Литвак,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Издательские решения,-,2020,0+,-,-,298,298,3.5,2,978-5-0051-2012-0,"Когда в доме Оли и Саши появляется смешной щенок по имени Пирожок, они и не подозревают о том, как изменится их жизнь. Пушистый Пирожок и его маленькие хозяйки попадают в смешные истории, а еще помогают попавшим в беду. Эта книга – о любви к животным, о преданности и готовности всегда прийти на помощь. Книга о детской дружбе и, конечно же, о дружбе с животными.",-,https://img-gorod.ru/28/816/2881668_detail.jpg,30,Мягкая бумажная,20.5 x 14.5 x 0.3,90,-,Нет в наличии,-,-,-,-
2881681,Путь домой. Лабиринты дорог,Яна Черноусова,-,-,Детская художественная литература,Приключения,Издательские решения,-,2021,12+,-,-,744,744,4.0,3,978-5-0055-1930-6,"Обычный осенний день обернулся катастрофой. В наши владения ворвались незваные гости, поймали нас и увезли далеко-далеко, на другой конец Земли. Там мы встретили загадочную волчицу, которая может помочь нам вернуться домой. Впереди ждут невероятные испытания и опасности, удивительные люди, новые друзья и злейшие враги. Преодолеем ли мы всё, что приготовила нам судьба? Вы не сможете оторваться от головокружительных приключений медведя Дика и его отважных и преданных друзей!",-,https://img-gorod.ru/28/816/2881681_detail.jpg,340,Мягкая бумажная,20.5 x 14.5 x 1.8,410,-,Нет в наличии,-,-,-,-
2880684,Толстое солнце,Игорь Жуков,-,-,Детская художественная литература,Стихи и песни,Априори-пресс,-,2009,-,-,Туркус А.,660,660,0.0,0,978-5-91337-006-8,"Веселые истории про людей, зверей и птиц, в каждой из которой спрятана маленькая игра. Для семейного чтения.",-,https://img-gorod.ru/28/806/2880684_detail.jpg,64,Твердая бумажная,20.4 x 26.3 x 0.8,350,5000,Нет в наличии,-,-,-,-
2880686,Что-то непонятное,Марк Шварц,-,-,Детская художественная литература,Стихи и песни,Задира-Плюс,-,2021,0+,-,-,700,700,0.0,0,978-5-906263-39-1,"Вашему вниманию предлагается книга Марка Шварца ""Что-то непонятное"".",-,https://img-gorod.ru/28/806/2880686_detail.jpg,64,Твердая бумажная,21.3 x 16.3 x 0.8,220,1000,Нет в наличии,-,-,-,-
2880688,"Шут, Рыцарь и Собака, или Девочка из пионерлагеря",Игорь Жуков,-,-,Детская художественная литература,Сказки,Априори-пресс,-,2020,12+,-,-,660,660,0.0,0,978-5-91337-088-4,"Трилогия лауреата Всероссийских премий по детской литературе имени Корнея Чуковского, имени Петра Павловича Ершова, ""Новая книга"" и ""Книгуру"" Игоря Жукова состоит из трех новых сказок-детективов: ""Шут, Рыцарь и Собака, или Девочка из пионерлагеря"", ""Драгоценности-невидимки"" и ""Тень виолончели, или Преступление на улице Глинки"". Герои трилогии-начитанный Пёсик Фафик и сказочник Семён Семёнович - раскрывают разные преступления, постоянно попадая в смешные, но опасные ситуации. Переживая вместе с героями книги хитроумные расследования, погони и схватки, читатель одновременно учится добру, справедливости, состраданию, любви к родной истории, классической русской литературе и подлинному искусству вообще.",-,https://img-gorod.ru/28/806/2880688_detail.jpg,248,Твердая бумажная,21.2 x 15.2 x 1.3,400,2000,Нет в наличии,-,-,-,-
2877779,Игры и забавы юных россиян в первой половине XX века,Борисов Сергей Борисович,-,-,Детское творчество и досуг,Все для детских игр/Домашние игры. Игры вне дома,Дмитрий Буланин,-,2021,-,-,-,776,776,0.0,0,978-5-86007-979-3,"Книга представляет собой историко-антропологическое исследование развлекательно-игровых практик юных россиян в первой половине XX века. Автор не только систематизирует информацию о сохранившихся до сей поры развлечениях, но и на объёмном историко-культурном материале, значительная часть которого впервые вводится в научный оборот, реконструирует ныне исчезнувшие игровые практики, воссоздаёт картину их бытования в повседневной жизни юных россиян. Издание предназначено для широкого круга читателей, интересующихся историей повседневности и историей российской развлекательной городской культуры.  The book is a historical and anthropological study of entertainment and gaming practices of young Russians in the first half of the twentieth century. The author not only systematizes information about entertainment that has survived to this day, but also uses extensive historical and cultural material, a significant part of which is being introduced into scientific circulation for the first time, reconstructs now-disappeared gaming practices, and recreates the picture of their existence in the daily life of young Russians. The publication is intended for a wide range of readers interested in the history of everyday life and the history of Russian entertainment urban culture.",-,https://img-gorod.ru/28/777/2877779_detail.jpg,192,Твердая бумажная,24.2 x 17.2 x 1.4,420,100,Нет в наличии,-,-,-,-
2876095,"Книга для творчества ""Гравюры"". Металлический эффект золота",-,-,-,Детское творчество и досуг,Рисование,БУКВА-ЛЕНД,-,2021,0+,-,-,398,398,5.0,3,978-5-00145-818-0,"Почувствуй себя настоящим волшебником: обводи контуры картинок палочкой и наблюдай за новогодним чудом! В комплекте пластиковый стилус. Рекомендовано для детей старше 6 лет.",-,https://img-gorod.ru/28/760/2876095_detail.jpg,-,Картон,21 x 16 x 2,90,-,Нет в наличии,-,-,-,-
2876116,"Новогодний подарочный набор для детей Посылка от Деда Мороза (книги, игрушка, пазл)",-,-,-,Детское творчество и досуг,Все для детских игр/Домашние игры. Игры вне дома,-,-,2021,0+,-,-,543,543,2.5,2,-,"Прекрасный новогодний подарок для малыша включает в себя: • 3 книги: Активити. Раскраска. IQ-задачки. • Мягкая мини-игрушка. • Пазл-мини в коробке, 54 элемента.",-,https://img-gorod.ru/28/761/2876116_detail.jpg,-,-,12.5 x 26 x 6.5,200,-,Нет в наличии,-,-,-,-
2878087,"Адвент-календарь ""Играем, читаем, елку наряжаем""",Юлия Антонова,-,-,Детское творчество и досуг,Все для детских игр/Организация праздника,Вита-Пресс,Пять минут с ребенком,2021,0+,-,И.В. Дедушева,1459,1459,0.0,0,978-5-7755-4452-2,"Издание представляет собой адвент-календарь. Каждый день вы с ребёнком будете отрывать лист календаря, читать интересные истории о предновогоднем времени, а ваш ребёнок будет выполнять креативные задания. На последней странице нашего календаря вы найдёте наклейки: с их помощью ребёнок сможет нарядить входящую в комплект ёлку.",-,https://img-gorod.ru/28/780/2878087_detail.jpg,32,Мягкая бумажная,24.5 x 32 x 0.5,350,1000,Нет в наличии,-,-,-,-
2874124,На новом месте,"Ирина Зартайская
Ирина Зартайская",-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Баобаб,-,2020,12+,-,Бейсеуова Е.Л.,984,984,2.0,1,978-5-6043151-1-8,"Школьные подруги Янка и Кира решают провести лето на даче у Янкиной бабушки. Они мечтают о приключениях и первой любви, а вместо этого им приходится спасать футбольное поле от застройки. Смогут ли девочки справиться с такой непростой задачей? Поможет ли им Марк, Янкин друг детства, или, наоборот, девочки только поссорятся из-за него? Не окажется ли любовь помехой дружбе?",-,https://img-gorod.ru/28/741/2874124_detail.jpg,96,Твердая бумажная,21.7 x 15 x 1.4,340,1000,Нет в наличии,-,-,-,-
2876106,"Волшебные наклейки ""Новогоднее чудо"". 60 наклеек. Светятся в темноте!",-,-,-,Детская художественная литература,Книги-игрушки/Книги с наклейками,БУКВА-ЛЕНД,-,2021,0+,-,-,192,192,5.0,1,978-5-00145-754-1,"Вашему вниманию предлагается книга ""Волшебные наклейки Новогоднее чудо"".",-,https://img-gorod.ru/28/761/2876106_detail.jpg,-,Мягкая глянцевая,24 x 17 x 0.2,60,-,Нет в наличии,-,-,-,-
2877277,Кора и Руж.,Марина Левина,-,-,Детская художественная литература,Стихи и песни,Перо,-,2021,-,-,-,400,400,0.0,0,978-5-00189-433-9,Стихи для детей. Персонажи этой книжки очень нравятся детишкам.,-,https://img-gorod.ru/28/772/2877277_detail.jpg,24,Твердая глянцевая,20.9 x 20.5 x 0.5,230,150,Нет в наличии,-,-,-,-
2868659,Тима и Тома. Новый год в кругу друзей,Наталья Брагинец,-,-,Детская художественная литература,Стихи и песни,Проф-пресс,-,2021,0+,-,-,142,142,0.0,0,978-5-378-32231-2,Встречай Новый год с весёлыми героями любимых мультфильмов! Картонные книжки в форме ёлочки расскажут о чудесах и подарят волшебное настроение. Внутри каждой вас ждут милые новогодние стихи о празднике и забавные иллюстрации.,-,https://img-gorod.ru/28/686/2868659_detail.jpg,10,Картон,21.1 x 16 x 0.6,100,-,Нет в наличии,-,-,-,-
2874235,Я всего лишь хомяк,Фритберт Штонер,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",КомпасГид,Кто в доме хозяин?,2018,6+,Зборовская Т.,-,540,540,0.0,0,978-5-00083-388-9,"Человек, в отличие от хомяка, несовершенен. Конечно, есть и у людей достоинства: иногда они бывают милыми, весёлыми, добрыми, но никогда - всё это одновременно! То ли дело хомяки: очаровательные, почти идеальные существа. В этом ни капли не сомневается герой книги ФридбертаШтонера - рассудительный хомяк Олег. Олег давно наблюдает за людьми и хорошо их изучил. Например, понравиться им - проще простого: есть несколько приёмчиков, действующих безотказно. Видишь в зоомагазине девочку - жуй какой-нибудь орешек как можно быстрее и смешнее. Заглядывает к тебе в клетку мальчик-спортсмен - прыгай в колесо и беги со всех ног. И девочка, и мальчик растают - а ты станешь повелителем целой человеческой семьи, влюблённой в тебя!",-,https://img-gorod.ru/28/742/2874235_detail.jpg,128,Твердая бумажная,20.6 x 12.8 x 1.1,200,-,Нет в наличии,-,-,-,-
2876432,"Капибара, которая мечтала",Парщикова Мария,-,-,Детская художественная литература,Сказки,РИПОЛ классик,-,2021,0+,-,А. Новожилова,633,633,5.0,1,978-5-386-14495-1,"Какая может быть мечта у капибары? У героини этой книги, Маргариты, она была самая настоящая. Однако природными данными для осуществления мечты бедняжка не обладала. И поэтому звери зоопарка, в котором она жила, посмеивались над своей соседкой. Но вот однажды произошел случай, который заставил всех осознать, что даже самые невероятные мечты осуществимы, если подойти к ним с другой стороны.",-,https://img-gorod.ru/28/764/2876432_detail.jpg,36,Твердая бумажная,25 x 24.5 x 0.6,350,500,Нет в наличии,-,-,-,-
2865483,"Большая книга космических игр ""Лекс и Плу. Космос""",Виноградова Е. (ред.),-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,Лев,-,2021,0+,-,-,537,537,0.0,0,978-5-4471-6876-6,"Вашему вниманию предлагается ""Большая книга космических игр ""Лекс и Плу. Космос"".Внутри ты найдешь поделки, загадки, раскраски, яркие многоразовые наклейки.",-,https://img-gorod.ru/28/654/2865483_detail.jpg,96,Мягкая глянцевая,28 x 21.5 x 0.8,301,8000,Нет в наличии,-,-,-,-
2871187,Барби. Головоломки. Кроссворды. Лабиринты,Гальцева Т. (ред.),-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,Лев,Зарядка для ума,2021,0+,-,-,79,79,4.5,2,978-5-4471-7340-1,"Каждое издание содержит множество различных интересных заданий. Выполняя задания и решая головоломки, ребенок будет занят полезным и веселым занятием, а также закрепит усвоенные в школе навыки.",-,https://img-gorod.ru/28/711/2871187_detail.jpg,12,Мягкая глянцевая,28.4 x 21.4 x 0.1,62,10000,Нет в наличии,-,-,-,-
2871188,Hot Wheels. Головоломки. Кроссворды. Лабиринты,Гальцева Т. (ред.),-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,Лев,Зарядка для ума,2021,0+,-,-,79,79,0.0,0,978-5-4471-7339-5,"Каждое издание содержит множество различных интересных заданий. Выполняя задания и решая головоломки, ребенок будет занят полезным и веселым занятием, а также закрепит усвоенные в школе навыки.",-,https://img-gorod.ru/28/711/2871188_detail.jpg,12,Мягкая глянцевая,28.4 x 21.4 x 0.1,62,10000,Нет в наличии,-,-,-,-
