ID товара,Название,Автор,Цикл,Том,Категория,Подкатегории,Издательство,Серия,Год издания,Возрастные ограничения,Переводчик,Художник,Цена,Цена со скидкой,Рейтинг,Кол-во оценок,ISBN,Аннотация,Отрывок,Обложка,Кол-во страниц,Тип обложки,Формат,Вес,Тираж,Наличие на сайте,Поступит в продажу,Наличие в магазинах,Наличие в местных магазинах,Карта
2955484,Мамы и детки,Юрченко О.,-,-,Детская художественная литература,Стихи и песни,Феникс +,Мои первые книжки,2022,0+,-,"Чемеркина М., Баркова Н., Гурко Ю.",84,84,2.0,1,-,"В возрасте одного-двух лет ребёнок начинает активно изучать окружающий мир. Крупные и яркие иллюстрации помогут малышу запомнить, как называются фрукты и овощи. Занятия развивают слуховое восприятие и речь малыша, расширяют его кругозор.",-,https://img-gorod.ru/29/554/2955484_detail.jpg,16,Мягкая бумажная,22 x 22 x 0.2,60,-,В наличии,-,13 магазинов,12 магазинов (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955484
2955485,Овощи и фрукты,Юрченко О.,-,-,Детская художественная литература,Стихи и песни,Феникс +,Мои первые книжки,2022,0+,-,"Манушакян Н., Бузовир Е., Елеева О.",84,84,0.0,0,978-5-500-00737-7,"В возрасте одного-двух лет ребёнок начинает активно изучать окружающий мир. Крупные и яркие иллюстрации помогут малышу запомнить, как называются фрукты и овощи. Занятия развивают слуховое восприятие и речь малыша, расширяют его кругозор.",-,https://img-gorod.ru/29/554/2955485_detail.jpg,16,Мягкая бумажная,22 x 22 x 0.2,60,-,В наличии,-,13 магазинов,12 магазинов (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955485
2955486,Повторяем таблицу умножения,Шепелевич А.,-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,Феникс +,За пятью замками,2022,6+,-,Пошивай В.В.,82,82,4.0,1,978-5-500-00731-5,"Ваш ребёнок думает, что таблица умножения - это скучно? Мы переубедим его! Будущий отличник должен решить головоломки и помочь прекрасному принцу, которого злая ведьма превратила в лягушку! А в награду победитель получит... мультик.",-,https://img-gorod.ru/29/554/2955486_detail.jpg,-,Мягкая бумажная,25.8 x 19.8 x 0.12,50,-,В наличии,-,3 магазина,2 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955486
2955487,"Арт-раскраска для детей ""Единороги и не только""","Пятерникова А.А., Кочканян Ю.С.",-,-,Детская художественная литература,Раскраски,Феникс +,Арт-раскраска для детей,2022,6+,-,"Пятерникова А.А., Кочканян Ю.С.",83,83,0.0,0,-,"Надоели обычные раскраски? Ищешь что-нибудь новенькое?! Арт-раскраска - это то, что тебе нужно! Внутри ты найдешь 3 вида бумаги С авторскими иллюстрациями. Которые можно раскрасить карандашами и фломастерами. Раскрашивай и фантазируй вместе с арт-раскраской!",-,https://img-gorod.ru/29/554/2955487_detail.jpg,-,Мягкая бумажная,25.8 x 20 x 0.1,50,-,В наличии,-,24 магазина,20 магазинов (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955487
2955488,В погоне за монстрами,Малых Ю.А.,-,-,Детская художественная литература,Раскраски,Феникс +,Раскраски-паракули,2022,6+,-,Малых Ю.А.,94,94,0.0,0,-,"Что делать, когда целая толпа монстров вылетело из сундука, отправилась в погоню и устроила сумасбродные соревнования? Конечно, раскрашивать! И скорее, пока они не вырвались но свободу!",-,https://img-gorod.ru/29/554/2955488_detail.jpg,-,Мягкая глянцевая,26.2 x 20 x 0.1,50,-,В наличии,-,27 магазинов,23 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955488
2955489,Суматоха в зоопарке,Малых Ю.А.,-,-,Детская художественная литература,Раскраски,Феникс +,Раскраски-паракули,2022,6+,-,Малых Ю.А.,94,94,0.0,0,-,"Что делать, когда почти все овцы перепрыгнули через забор, пингвины пытаются летать, а у кошек турнир по армрестлингу с собаками? Конечно, раскрашивать! И скорее, пока они не вырвались на свободу!",-,https://img-gorod.ru/29/554/2955489_detail.jpg,-,Мягкая глянцевая,26.2 x 20 x 0.1,50,-,В наличии,-,27 магазинов,23 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955489
2955490,"Громадная напольная раскраска ""Сказочное королевство""","Малохатько Е.В., Лякишева О.С., Бордюгина Т.Г.",-,-,Детская художественная литература,Раскраски,Феникс +,Напольная раскраска,2022,0+,-,"Малохатько Е.В., Лякишева О.С., Бордюгина Т.Г.",182,182,0.0,0,-,"Рисовать на полу так удобно - можно усадить целую компанию! Разверните эту громадную раскраску, и дети с удовольствием заполнят красками волшебный мир драконов, принцесс, фей и других жителей сказочного королевства! Раскрашенный постер украсит детскую комнату.",-,https://img-gorod.ru/29/554/2955490_detail.jpg,-,Мягкая глянцевая,30.5 x 22.5 x 0.3,90,-,В наличии,-,16 магазинов,15 магазинов (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955490
2955564,Между Северной и Южной. Повесть,Серова О.,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Livebook,-,2023,6+,-,-,826,690,5.0,1,978-5-907428-61-4,"Повесть ""Между Северной и Южной"" детского психолога Ольги Серовой - трогательная и мудрая. Дети могут узнать в героях себя, своих друзей и одноклассников, а взрослые - оценить ее глубокий смысл. ""Привет! Я - Миша и мне 10. Мои лучшие друзья зовут меня Миха, а дома меня зовут… На самом деле, это не так важно. Самое главное, что у меня два дома. Один, на Северной, где мы живем с мамой, а другой - квартира моего папы на Южной, где он живет с новой семьей. Больше всего на свете я хотел, чтобы дом был один, и родители жили вместе. А ещё я мечтаю о собаке. Моей собаке! Чтобы гулять и играть с ней, прижиматься к ее чёрному мокрому носу и рассказывать то, о чем никому ещё не говорил. О том, что между Северной и Южной есть настоящая жизнь. С друзьями и мафией дел, которую мы придумали, классными взрослыми, которые, оказывается, тоже могут быть друзьями. С мамой и папой, которые живут в разных домах, но на самом деле в одном - моем сердце. И я снова чувствую, как возвращается счастье…""",-,https://img-gorod.ru/29/555/2955564_detail.jpg,288,Твердая бумажная,20.6 x 13.1 x 1.7,328,2500,В наличии,-,5 магазинов,4 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955564
2955565,Приключения Славки Щукина. 33 истории про вранье,Мамонтов Е.,-,-,Детская художественная литература,Приключения,Livebook,-,2023,6+,-,-,826,690,2.0,1,978-5-907428-62-1,"Как быть, если у тебя богатая фантазия, а вокруг столько всего интересного? Если тебе 12 лет, у тебя когда-то был прапрадедушка Фридрих с усами, как у императора Вильгельма? И как решить, что страшнее: синяя земляника или сумасшедший дом с привидениями? Эта книга о детях и взрослых - для детей и для взрослых. ""Здравствуйте, меня зовут Славка Щукин. Сам не понимаю, как я стал героем этой книжки. Случилось так, что я однажды рассказал нашему соседу историю про ежика, а потом еще несколько других, ну так и пошло. Я рассказывал, а наш сосед их записал. Я прочитал и был в ужасе. Никому ничего нельзя рассказывать. Все в книжке правда, все как было, но выходит, что я сам все время вру. Тогда я сказал этому писателю: ""Знаете что? Вы лучше скажите, что никакого Славки Щукина не было, и вы всё это сами придумали. А про меня потом нормальную книжку напишите, где я буду настоящим героем и совершу что-нибудь замечательное"".",-,https://img-gorod.ru/29/555/2955565_detail.jpg,368,Твердая бумажная,20.6 x 13 x 2,390,2500,В наличии,-,5 магазинов,4 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955565
2946308,Руслан и Людмила (ил. Т. Муравьёвой),Пушкин А.С.,-,-,Детская художественная литература,Сказки,Эксмо,Коллекция любимых книг,2023,6+,-,-,645,645,0.0,0,978-5-04-172862-5,,https://img-gorod.ru/29/463/2946308.pdf,https://img-gorod.ru/29/463/2946308_detail.jpg,152,-,-,-,-,Предзаказ,В декабре 2022,-,-,-
2946374,Кошмар перед Рождеством. Графический роман,<не указано>,-,-,Детская художественная литература,Комиксы для детей,Эксмо,Disney. Детские графические романы,2022,16+,-,-,845,845,5.0,1,978-5-04-173448-0,"Устав пугать детей в ночь Хэллоуина, Джек решает занять место Санта-Клауса и устроить праздник — Рождество! Его намерения благие, но только Салли, тайно влюбленная в него тряпичная кукла, может помешать Джеку превратить самый веселый праздник в кошмар!",https://img-gorod.ru/29/463/2946374.pdf,https://img-gorod.ru/29/463/2946374_detail.jpg,64,-,-,-,-,Предзаказ,В ноябре 2022,-,-,-
2950824,Анна спешит на помощь (новое оформление) (выпуск 9),-,-,-,Детская художественная литература,Сказки,Эксмо,Детск. Disney. Холодное сердце. Новые приключения,2022,6+,-,-,495,495,3.67,3,978-5-04-165467-2,"В Эренделл пришла весна, и Эльза просто сбилась с ног! Королевские заботы требуют от неё неусыпного внимания. Чтобы помочь сестре и дать ей денёк отдыха, Анна решила взять правление королевством на себя. И пока Эльза отправилась с визитом к друзьям, Анне предстоит заменить сестру на троне. Но справится ли она с новой для себя ролью?",-,https://img-gorod.ru/29/508/2950824_detail.jpg,128,-,-,-,-,Предзаказ,В декабре 2022,-,-,-
2951026,Гениальный план Олафа (новое оформление) (выпуск 11),-,-,-,Детская художественная литература,Сказки,Эксмо,Детск. Disney. Холодное сердце. Новые приключения,2022,6+,-,-,495,495,0.0,0,978-5-04-165523-5,"Олаф и Свен отправляются на заготовку льда! Дело в том, что Олаф решил помочь своему дорогому другу Кристофу доставить вместо него жителям Эренделла лёд. Конечно, не всё идёт гладко (правда, Олаф этого даже не замечает), зато какая весёлая у них получается поездка! Главное, довезти всё-таки лёд всем, кто его ждёт. Но это оказывается не так просто, как снеговичок и олень надеялись.",-,https://img-gorod.ru/29/510/2951026_detail.jpg,128,-,-,-,-,Предзаказ,В декабре 2022,-,-,-
